"Gene"	"Disease"	"Inheritance_JS"	"MedicalAction"	"ModifiedInh_JS"	"Source"	"Inheritance_source"	"Gene_ReviewedJS"	"Comments_JS"
"CRTAP,CASP"	"Osteogenesis imperfecta, type IIB, 610854 (3); Osteogenesisimperfecta, type VII, 610682 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CRTAP"	""
"CRX,CORD2,CRD,LCA7"	"Cone-rod retinal dystrophy-2, 120970 (3); Leber congenitalamaurosis 7 (3); Retinitis pigmentosa, late-onset dominant, 268000 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRX"	""
"CRYAA,CRYA1"	"Cataract, zonular central nuclear, autosomal dominant (3);Cataract, congenital, autosomal recessive (3); Cataract, autosomal dominant nuclear (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYAA"	""
"CRYAB,CRYA2,CTPP2"	"Myopathy, cardioskeletal, desmin-related, with cataract, 608810 (3);Cataract, posterior polar 2 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYAB"	""
"CRYBA1,CRYB1"	"Cataract, congenital zonular, with sutural opacities, 600881 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYBA1"	""
"CRYBA4,MCOPCT4"	"Cataract, lamellar 2, 610425 (3); Microphthalmia with cataract 4,610426 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYBA4"	""
"CRYBB1,CATCN3"	"Cataract, pulverulent (3); Cataract, congenital nuclear, autosomalrecessive 3, 611544 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYBB1"	""
"CRYBB2,CRYB2"	"Cataract, cerulean, type 2, 601547 (3); Cataract, sutural, withpunctate and cerulean opacities, 607133 (3); Cataract, Coppock-like, 604307 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYBB2"	""
"CRYBB3,CRYB3,CATCN2"	"Cataract, congenital nuclear, 2, 609741 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CRYBB3"	""
"CRYGC,CRYG3,CCL"	"Cataract, Coppock-like, 604307 (3); Cataract, variable zonularpulverulent (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYGC"	""
"CRYGD,CRYG4,CCP"	"Cataracts, punctate, progressive juvenile-onset (3); Cataract,crystalline aculeiform, 115700 (3); Cataract, congenital, cerulean type, 3, 608983 (3); Cataract, nonnuclear polymorphic congenital, 601286 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYGD"	""
"CRYGS,CRYG8"	"Cataract, progressive polymorphic cortical (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYGS"	""
"CRYM,DFNA40"	"Deafness, autosomal dominant 40 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CRYM"	""
"CSF2RA"	"Pulmonary alveolar proteinosis, 300770 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"CSF2RA"	""
"CSF3R,GCSFR"	"Neutrophilia, hereditary, 162830 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CSF3R"	""
"CSNB1,NYX"	"Night blindness, congenital stationary, type 1, 310500 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"NYX"	""
"CSPG6,SMC3,HCAP,BAM,CDLS3"	"Cornelia de Lange syndrome 3, 610759 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SMC3"	""
"CSRP3,CRP3,CLP,CMD1M,CMH12"	"Cardiomyopathy, dilated, 1M, 607482 (3); Cardiomyopathy,familial hypertrophic, 12, 612124 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CSRP3"	""
"CST3,ARMD11"	"Cerebral amyloid angiopathy, 105150 (3); Macular degeneration,age-related, 11, 611953 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CST3"	""
"CSTB,STFB,EPM1"	"Epilepsy, progressive myoclonic 1, 254800 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CSTB"	""
"CTDP1,FCP1,CCFDN"	"Congenital cataracts, facial dysmorphism, and neuropathy, 604168 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CTDP1"	""
"CTH"	"Cystathioninuria, 219500 (3); Homocysteine, total plasma, elevated-3 "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CTH"	""
"CTNS"	"Cystinosis, nephropathic, 219800 (3); Cystinosis, ocularnonnephropathic, 219750 (3); Cystinosis, late-onset juvenile or adolescent nephropathic, 219900 (3); Cystinosis, atypical nephropathic (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CTNS"	""
"CTSA,PPGB,GSL,NGBE,GLB2"	"Galactosialidosis, 256540 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CTSA"	""
"CTSC,CPPI,PALS,PLS,HMS,JPD"	"Papillon-Lefevre syndrome, 245000 (3); Haim-Munk syndrome, 245010(3); Periodontitis, juvenile, 170650 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CTSC"	""
"CTSK"	"Pycnodysostosis, 265800 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CTSK"	""
"CUBN,IFCR,MGA1"	"Megaloblastic anemia-1, Finnish type, 261100 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CUBN"	""
"CUL4B,MRXSC,MRXHF2,SFM2,MRXS15"	"Mental retardation, X-linked, syndromic 15 (Cabezas type), 300354 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"CUL4B"	""
"CUL7"	"3-M syndrome, 273750 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CUL7"	""
"CXCR4,D2S201E,NPY3R,WHIM"	"WHIM syndrome, 193670 (3); Myelokathexis, isolated (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CXCR4"	""
"CYB5A,MCB5"	"Methemoglobinemia, type IV, 250790 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYB5A"	""
"CYB5R3,DIA1,B5R"	"Methemoglobinemia, type I, 250800 (3); Methemoglobinemia, type II,250800 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYB5R3"	""
"CYBA"	"Chronic granulomatous disease, autosomal, due to deficiency of CYBA,233690 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYBA"	""
"CYBB,CGD"	"Chronic granulomatous disease, X-linked, 306400 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"CYBB"	""
"CYCS,CYC,THC4"	"Thrombocytopenia 4, 612004 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CYCS"	""
"CYLD1,CDMT,EAC,MFT1,CYLD"	"Cylindromatosis, familial, 132700 (3); Brooke-Spiegler syndrome,605041 (3); Trichoepithelioma, multiple familial, 1, 601606 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CYLD"	""
"CYP11A,P450SCC,CYP11A1"	"Lipoid congenital adrenal hyperplasia, 201710 (3); Adrenalinsufficiency, congenital with or without 46, XY sex reversal (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP11A1"	""
"CYP11B2"	"Hypoaldosteronism, congenital, due to CMO II deficiency, 610600 (3);Hypoaldosteronism, congenital, due to CMO I deficiency, 203400 (3); {Low renin hypertension, susceptibility to} (3); Aldosterone to renin ratioraised (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP11B2"	""
"CYP17A1,CYP17,P450C17"	"17-alpha-hydroxylase/17,20-lyase deficiency, 202110 (3); 17,20-lyase deficiency, isolated, 202110 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP17A1"	""
"CYP19A1,CYP19,ARO"	"Aromatase deficiency, 613546 (3); Aromatase excess syndrome, 139300-3 "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP19A1"	""
"CYP1B1,GLC3A"	"Glaucoma 3A, primary congenital, 231300 (3); Peters anomaly, 604229(3); Glaucoma, early-onset, digenic (3); Glaucoma, primary open angle, adult-onset, 137760 (3); Glaucoma, primary open angle, juvenile-onset, 137750-3"	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"CYP1B1"	""
"CYP27A1,CYP27,CTX"	"Cerebrotendinous xanthomatosis, 213700 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP27A1"	""
"CYP2R1"	"Rickets due to defect in vitamin D 25-hydroxylation, 600081 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP2R1"	""
"CYP4F22,LI3"	"Ichthyosis, lamellar, 3, 604777 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP4F22"	""
"CYP4V2,BCD"	"Bietti crystalline corneoretinal dystrophy, 210370 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP4V2"	""
"CYP7B1,CBAS3,SPG5A"	"Bile acid synthesis defect, congenital, 3 (3); Spastic paraplegia-5A,270800 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CYP7B1"	""
"D2HGDH,D2HGD"	"D-2-hydroxyglutaric aciduria, 600721 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"D2HGDH"	""
"DARS2,ASPRS.LBSL"	"Leukoencephalopathy with brain stem and spinal cord involvement andlactate elevation, 611105 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DARS2"	""
"DAX1,AHC,AHX,NROB1,NR0B1"	"Adrenal hypoplasia, congenital, with hypogonadotropic hypogonadism,300200 (3); Dosage-sensitive sex reversal, 300018 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"NR0B1"	""
"DBH"	"[Dopamine-beta-hydroxylase activity levels, plasma] (3);Dopamine beta-hydroxylase deficiency, 223360 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DBH"	""
"DCLRE1C,ARTEMIS,SCIDA"	"Severe combined immunodeficiency, Athabascan type, 602450 (3);Omenn syndrome, 603554 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DCLRE1C"	""
"DCN,CSCD"	"Corneal dystrophy, congenital stromal, 610048 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DCN"	""
"DCTN1,HMN7B"	"Neuropathy, distal hereditary motor, type VIIB, 607641 (3);{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3); Perry syndrome, 168605 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DCTN1"	""
"DCX,DBCN,LISX"	"Lissencephaly, X-linked, 300067 (3); Subcortical laminalheteropia, X-linked, 300067 (3)  "	"XD"	""	"0"	"Berg.et.al.2013"	"XD"	"DCX"	""
"DCXR,P34H"	"Pentosuria, 260800 (1)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DCXR"	""
"DDB2"	"Xeroderma pigmentosum, group E, DDB-negative subtype, 278740 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DDB2"	""
"DDC"	"Aromatic L-amino acid decarboxylase deficiency, 608643 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DDC"	""
"DDR2,NTRKR3"	"Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DDR2"	""
"DDX11,CHLR1,KRG2"	"Warsaw breakage syndrome, 613398 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DDX11"	""
"DES,CMD1I"	"Myopathy, desmin-related, cardioskeletal, 601419 (3);Cardiomyopathy, dilated, 1I, 604765 (3); Scapuloperoneal syndrome, neurogenic, Kaeser type, 181400 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"DES"	""
"DFNA5"	"Deafness, autosomal dominant 5, 600994 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DFNA5"	""
"DGUOK,DGK,MTDPS3"	"Mitochondrial DNA depletion syndrome 3 (hepatocerebral type),251880 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DGUOK"	""
"DHCR24,KIAA0018"	"Desmosterolosis, 602398 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DHCR24"	""
"DHCR7,SLOS"	"Smith-Lemli-Opitz syndrome, 270400 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DHCR7"	""
"DHDPSL,HP3"	"Hyperoxaluria, primary, type III, 613616 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"HOGA1"	""
"DHH"	"46XY partial gonadal dysgenesis, with minifascicular neuropathy,607080 (3); 46XY complete gonadal dysgenesis, 233420 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DHH"	""
"DHODH,URA1,POADS"	"Miller syndrome, 264750 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DHODH"	""
"DIAPH1,DFNA1,LFHL1"	"Deafness, autosomal dominant 1, 124900 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DIAPH1"	""
"DKC1,DKC"	"Dyskeratosis congenita-1, 305000 (3); Hoyeraal-Hreidarsson syndrome,300240 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"DKC1"	""
"DLAT,PDCE2"	"Pyruvate dehydrogenase E2 deficiency, 245348 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DLAT"	""
"DLG3,NEDLG,SAP102,MRX90"	"Mental retardation, X-linked-90 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"DLG3"	""
"DLL3,SCDO1"	"Spondylocostal dysostosis, autosomal recessive, 1, 277300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DLL3"	""
"DLX3,TDO,AI4"	"Trichodontoosseous syndrome, 190320 (3); Amelogenesis imperfecta,hypomaturation-hypoplastic type, with taurodontism, 104510 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DLX3"	""
"DMD,BMD,CMD3B"	"Duchenne muscular dystrophy, 310200 (3); Becker muscular dystrophy,300376 (3); Cardiomyopathy, dilated, 3B, 302045 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"DMD"	""
"DMGDH,DMGDHD"	"Dimethylglycine dehydrogenase deficiency, 605850 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DMGDH"	""
"DMP1,ARHR,ARHP"	"Hypophosphatemic rickets, AR, 241520 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DMP1"	""
"DMPK,DM,DMK"	"Myotonic dystrophy, 160900 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DMPK"	""
"DNAH11,DNAHC11,CILD7,DNAHBL"	"Ciliary dyskinesia, primary, 7, with out without situs inversus,611884 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DNAH11"	""
"DNAH5,HL1,PCD,CILD3"	"Ciliary dyskinesia, primary, 3, with or without situs inversus,608644 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DNAH5"	""
"DNAI1,CILD1,ICS,PCD"	"Ciliary dyskinesia, primary, 1, with our without situs inversus,244400 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DNAI1"	""
"DNAI2,CILD9"	"Ciliary dyskinesia, primary, 9, with our without situs inversus,612444 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DNAI2"	""
"DNAJC19,TIM14"	"3-methylglutaconic aciduria, type V, 610198 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DNAJC19"	""
"DNM1L,DRP1,DVLP,DYMPLE"	"Encephalopahty, lethal, due to defective mitochondrial peroxisomalfission (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DNM1L"	""
"DNM2,CMTDIB,CMTDI1,CMT2M"	"Charcot-Marie-Tooth disease, dominant intermediate B, 606482 (3);Myopathy, centronuclear, 160150 (3); Charcot-Marie-Tooth disease, axonal, type 2M, 606482 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DNM2"	""
"DNMT3B,ICF"	"Immunodeficiency-centromeric instability-facial anomalies syndrome,242860 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DNMT3B"	""
"DOCK8,MRD2"	"Mental retardation, autosomal dominant 2 (3); Hyper-IgE recurrentinfection syndrome, autosomal recessive, 243700 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"DOCK8"	""
"DOK7,C4orf25,CMS1B"	"Myasthenia, limb-girdle, familial, 254300 (3); Fetal akinesiadeformation sequence, 208150 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DOK7"	""
"DPAGT2,DGPT,CDG1J,DPAGT1"	"Congenital disorder of glycosylation, type Ij, 608093 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DPAGT1"	""
"DPM1,MPDS,CDGIE"	"Congenital disorder of glycosylation, type Ie, 608799 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DPM1"	""
"DPM3,CDG1O"	"Congenital disorder of glycosylation, type Io, 612937 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DPM3"	""
"DPYD,DPD"	"Dihydropyrimidine dehydrogenase deficiency, 274270 (3);5-fluorouracil toxicity, 274270 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DPYD"	""
"DPYS,DHP"	"Dihydropyrimidinuria, 222748 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DPYS"	""
"DRD2"	"Dystonia, myoclonic, 159900 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DRD2"	""
"DRD4"	"Autonomic nervous system dysfunction (3); [Novelty seekingpersonality], 601696 (1); {Attention deficit-hyperactivity disorder}, 143465 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DRD4"	""
"DRD5,DRD1B,DRD1L2"	"{Blepharospasm, primary benign}, 606798 (3); Dystonia, primarycervical (3); {Attention deficit-hyperactivity disorder, susceptibility to}, 143465 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DRD5"	""
"DSC2,ARVD11"	"Arrhythmogenic right ventricular dysplasia, familial, 11, 610476 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DSC2"	""
"DSC3,DSC4"	"Hypotrichosis and recurrent skin vesicles, 613102 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DSC3"	""
"DSG1,PPKS1,SPPK1"	"Keratosis palmoplantaris striata I, 148700 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DSG1"	""
"DSG2,ARVD10,ARVC10,CMD1BB"	"Arrhythmogenic right ventricular dysplasia, familial, 10, 610193 (3);Cardiomyopathy, dilated, 1BB, 612877 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DSG2"	""
"DSG4,LAH"	"Hypotrichosis, localized, autosomal recessive, 607903 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DSG4"	""
"DSP,KPPS2,PPKS2"	"Keratosis palmoplantaris striata II, 612908 (3); Dilatedcardiomyopathy with woolly hair and keratoderma, 605676 (3); Arrhythmogenic right ventricular dysplasia 8, 607450 (3); Skin fragility-woolly hair syndrome,607655 (3); Epidermolysis bullosa, lethal acantholytic, 609638 (3) "	"CX"	""	"1"	"Berg.et.al.2013"	"AR"	"DSP"	""
"DSPP,DPP,DGI1,DFNA39,DTDP2"	"Dentinogenesis imperfecta, Shields type II, 125490 (3); Deafness,autosomal dominant 36, with dentinogenesis, 605594 (3); Dentinogenesis imperfecta, Shields type III, 125500 (3); Dentin dysplasia, type II, 125420-3"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DSPP"	""
"DTNA,D18S892E,DRP3,LVNC1"	"Left ventricular noncompaction 1, with or without congenital heartdefects, 604169 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DTNA"	""
"DTNBP1,HPS7"	"{Schizophrenia}, 181500 (2); Hermansky-Pudlak syndrome 7, 203300 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DTNBP1"	""
"DXS423E,SMC1,CDLS2,SMC1A"	"Cornelia de Lange syndrome 2, 300590 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"SMC1A"	""
"DYM,FLJ90130,DMC,SMC"	"Dyggve-Melchior-Clausen disease, 223800 (3); Smith-McCort dysplasia,607326 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DYM"	""
"DYNC2H1,DNCH2,DHC2,ATD3"	"Asphyxiating thoracic dystrophy 3, 613091 (3); Short rib-polydactylysyndrome, type III, 263510 (3); Short rib-polydactyly syndrome, type II, digenic, 263520 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DYNC2H1"	""
"DYSF,LGMD2B"	"Muscular dystrophy, limb-girdle, type 2B, 253601 (3); Miyoshimyopathy, 254130 (3); Myopathy, distal, with anterior tibial onset, 606768 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DYSF"	""
"DYT1,TOR1A"	"Dystonia-1, torsion, 128100 (3); Dystonia, early-onset atypical,with myoclonic features (3); {Dystonia-1, modifier of} (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TOR1A"	""
"EBAF,TGFB4,LEFTY2,LEFTA,LEFTYA"	"Left-right axis malformations (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"LEFTY2"	""
"EBP,CDPX2,CPXD,CPX"	"Chondrodysplasia punctata, X-linked dominant, 302960 (3)  "	"XD"	""	"0"	"Berg.et.al.2013"	"XD"	"EBP"	""
"ECE1"	"Hirschsprung disease, cardiac defects, and autonomic dysfunction (3);{Hypertension, essential, susceptibility to}, 145500 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ECE1"	""
"ECM1"	"Lipoid proteinosis, 247100 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ECM1"	""
"ED1,EDA,HED,STHAGX1"	"Ectodermal dysplasia, anhidrotic, X-linked, 305100 (3); Toothagenesis, selective, X-linked 1, 313500 (3)  "	"XD"	""	"0"	"Berg.et.al.2013"	"XD"	"EDA"	""
"EDAR,DL,ED3,EDA3,HRM1"	"Ectodermal dysplasia, hypohidrotic, autosomal dominant, 129490 (3);Ectodermal dysplasia, hypohidrotic, autosomal recessive, 224900 (3); [Hair morphology 1, hair thickness], 612630 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"EDAR"	""
"EDARADD,ED3,EDA3"	"Ectodermal dysplasia, anhidrotic, autosomal recessive, 224900 (3);Ectodermal dysplasia, anhidrotic, autosomal dominant, 129490 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"EDARADD"	""
"EDN3,WS4B,HSCR4"	"Waardenburg syndrome, type 4B, 613265 (3); Central hypoventilationsyndrome, congenital, 209880 (3); {Hirschsprung disease, susceptibility to, 4}, 613712 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"EDN3"	""
"EDNRB,HSCR2,ABCDS,WS4A"	"{Hirschsprung disease, susceptibility to, 2}, 600155 (3); ABCDsyndrome, 600501 (3); Waardenburg syndrome, type 4A, 277580 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EDNRB"	""
"EFEMP1,FBNL,DHRD"	"Doyne honeycomb degeneration of retina, 126600 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"EFEMP1"	""
"EFEMP2,FBLN4,UPH1"	"Cutis laxa, autosomal recessive, type I, 219100 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EFEMP2"	""
"EFNB1,EPLG2,CFNS,CFND"	"Craniofrontonasal dysplasia, 304110 (3)  "	"XD"	""	"0"	"Berg.et.al.2013"	"XD"	"EFNB1"	""
"EGF,URG,HOMG4"	"Hypomagnesemia 4, renal, 611718 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EGF"	""
"EGLN1,PHD2,HIFPH2,C1orf12,ZMYND6,SM20,ECYT3"	"Erythrocytosis, familial, 3, 609820 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"EGLN1"	""
"EGR2,KROX20"	"Neuropathy, congenital hypomyelinating, 1, 605253 (3);Charcot-Marie-Tooth disease, type 1D, 607678 (3); Dejerine-Sottas neuropathy, 145900 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"EGR2"	""
"EHMT1,EUHMTASE1,DEL9q34"	"Kleefstra syndrome, 610253 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"EHMT1"	""
"EIF2AK3,PEK,PERK,WRS"	"Wolcott-Rallison syndrome, 226980 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EIF2AK3"	""
"EIF2B1,EIF2BA"	"Leukoencephalopathy with vanishing white matter, 603896 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EIF2B1"	""
"EIF2B2"	"Leukoencephalopathy with vanishing white matter, 603896 (3);Ovarioleukodystrophy, 603896 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EIF2B2"	""
"EIF2B3"	"Leukoencephalopathy with vanishing white matter, 603896 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EIF2B3"	""
"EIF2B4"	"Leukoencephaly with vanishing white matter, 603896 (3);Ovarioleukodystrophy, 603896 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EIF2B4"	""
"EIF2B5,LVWM,CACH,CLE"	"Leukoencephalopathy with vanishing white matter, 603896 (3);Ovarioleukodystrophy, 603896 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EIF2B5"	""
"ELANE,ELA2,SCN1"	"Hematopoiesis, cyclic, 162800 (3); Neutropenia, severe congenital,autosomal dominant 1, 202700 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ELANE"	""
"ELOVL4,ADMD,STGD2,STGD3"	"Stargardt disease 3, 600110 (3); Macular dystrophy, autosomaldominant, chromosome 6-linked, 600110 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ELOVL4"	""
"EMD,EDMD,STA"	"Emery-Dreifuss muscular dystrophy, 310300 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"EMD"	""
"EMG1,NEP1,C2F,BWCNS"	"Bowen-Conradi syndrome, 211180 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"EMG1"	""
"EMX2"	"Schizencephaly, 269160 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"EMX2"	""
"ENAM,AIH2,AI1C"	"Amelogenesis imperfecta, type IB, 104500 (3);Amelogenesis imperfecta, type IC, 204650 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"ENAM"	""
"ENO3,GSD13"	"Glycogen storage disease XIII, 612932 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ENO3"	""
